region,date,strat,type,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
Maceió,2020-10-04,,estimate,-0.077,-0.077,0.032,-0.13,-0.097,-0.085,-0.068,-0.055,-0.023
Maceió,2020-10-05,,estimate,-0.073,-0.072,0.031,-0.124,-0.093,-0.08,-0.065,-0.051,-0.021
Lagoa da Canoa,2020-10-17,,estimate,-0.073,-0.07,0.058,-0.159,-0.108,-0.086,-0.06,-0.033,0.024
Maceió,2020-09-26,,estimate,-0.072,-0.074,0.033,-0.131,-0.095,-0.081,-0.063,-0.05,-0.023
Maceió,2020-10-06,,estimate,-0.068,-0.067,0.03,-0.117,-0.088,-0.075,-0.06,-0.047,-0.018
Maceió,2020-09-25,,estimate,-0.067,-0.069,0.032,-0.125,-0.09,-0.075,-0.058,-0.046,-0.02
Lagoa da Canoa,2020-10-18,,estimate,-0.066,-0.063,0.058,-0.152,-0.101,-0.079,-0.052,-0.027,0.03
Santana do Ipanema,2020-09-24,,estimate,-0.064,-0.065,0.022,-0.101,-0.077,-0.069,-0.06,-0.052,-0.03
Santana do Ipanema,2020-09-25,,estimate,-0.063,-0.064,0.022,-0.1,-0.077,-0.068,-0.059,-0.051,-0.028
Santana do Ipanema,2020-09-26,,estimate,-0.062,-0.063,0.023,-0.101,-0.076,-0.067,-0.057,-0.049,-0.027
Maceió,2020-10-07,,estimate,-0.062,-0.062,0.029,-0.111,-0.081,-0.069,-0.054,-0.042,-0.015
Maceió,2020-09-24,,estimate,-0.061,-0.063,0.031,-0.119,-0.083,-0.069,-0.052,-0.04,-0.018
Santana do Ipanema,2020-09-27,,estimate,-0.061,-0.062,0.023,-0.102,-0.075,-0.066,-0.056,-0.047,-0.025
Santana do Ipanema,2020-09-28,,estimate,-0.06,-0.06,0.024,-0.102,-0.074,-0.065,-0.054,-0.046,-0.023
Santana do Ipanema,2020-09-29,,estimate,-0.058,-0.059,0.025,-0.101,-0.074,-0.063,-0.052,-0.044,-0.021
Lagoa da Canoa,2020-10-19,,estimate,-0.058,-0.056,0.058,-0.146,-0.094,-0.071,-0.045,-0.021,0.04
Santana do Ipanema,2020-09-30,,estimate,-0.056,-0.057,0.025,-0.101,-0.072,-0.062,-0.05,-0.042,-0.019
Maceió,2020-10-08,,estimate,-0.055,-0.055,0.028,-0.102,-0.074,-0.062,-0.048,-0.036,-0.011
Santana do Ipanema,2020-10-01,,estimate,-0.054,-0.055,0.026,-0.099,-0.071,-0.06,-0.048,-0.039,-0.016
Santana do Ipanema,2020-10-02,,estimate,-0.052,-0.053,0.027,-0.098,-0.069,-0.058,-0.046,-0.037,-0.013
Santana do Ipanema,2020-10-03,,estimate,-0.049,-0.051,0.027,-0.096,-0.067,-0.055,-0.043,-0.034,-0.01
Lagoa da Canoa,2020-10-20,,estimate,-0.049,-0.048,0.058,-0.14,-0.086,-0.064,-0.037,-0.013,0.052
Santana do Ipanema,2020-10-04,,estimate,-0.047,-0.048,0.028,-0.095,-0.065,-0.053,-0.041,-0.031,-0.007
Maceió,2020-10-09,,estimate,-0.047,-0.048,0.028,-0.093,-0.066,-0.054,-0.041,-0.029,-0.005
