region,date,median,type,strat,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
Goiás,2020-12-03,1216,estimate,,1397,854,382,793,1045,1415,1817,2989
Goiás,2020-12-04,1256,reported,,,,,,,,,
Goiás,2020-12-04,1008,estimate,,1153,716,292,636,857,1167,1504,2504
Goiás,2020-12-05,147,reported,,,,,,,,,
Goiás,2020-12-05,263,estimate,,300,179,78,170,225,309,394,646
Goiás,2020-12-06,73,reported,,,,,,,,,
Goiás,2020-12-06,291,estimate,,337,213,91,188,249,337,431,748
Goiás,2020-12-07,1201,reported,,,,,,,,,
Goiás,2020-12-07,1223,estimate,,1425,902,375,784,1044,1437,1838,3127
Goiás,2020-12-08,1577,reported,,,,,,,,,
Goiás,2020-12-08,1545,estimate,,1766,1101,463,980,1318,1781,2284,3873
Goiás,2020-12-09,1285,reported,,,,,,,,,
Goiás,2020-12-09,1410,estimate,,1607,987,435,911,1205,1631,2079,3399
Goiás,2020-12-10,2175,reported,,,,,,,,,
Goiás,2020-12-10,1544,estimate,,1775,1097,471,979,1307,1817,2318,3841
Goiás,2020-12-11,1136,reported,,,,,,,,,
Goiás,2020-12-11,1263,estimate,,1428,853,392,810,1078,1457,1848,3045
Goiás,2020-12-12,0,reported,,,,,,,,,
Goiás,2020-12-12,349,estimate,,398,247,100,224,297,405,519,876
Goiás,2020-12-13,0,reported,,,,,,,,,
Goiás,2020-12-13,382,estimate,,439,273,111,243,326,447,578,954
Goiás,2020-12-14,864,reported,,,,,,,,,
Goiás,2020-12-14,1619,estimate,,1874,1178,483,1024,1387,1875,2463,4134
Goiás,2020-12-15,1908,reported,,,,,,,,,
Goiás,2020-12-15,1932,estimate,,2282,1480,592,1249,1665,2265,2970,5071
Goiás,2020-12-16,2021,reported,,,,,,,,,
Goiás,2020-12-16,1807,estimate,,2106,1360,563,1139,1533,2113,2710,4661
Goiás,2020-12-17,1236,reported,,,,,,,,,
Goiás,2020-12-17,2010,estimate,,2386,1600,608,1282,1707,2375,3062,5477
Goiás,2020-12-18,782,reported,,,,,,,,,
Goiás,2020-12-18,1601,estimate,,1871,1239,432,985,1347,1886,2449,4183
Goiás,2020-12-19,445,forecast,,530,355,135,281,379,523,683,1195
Goiás,2020-12-20,477,forecast,,579,422,134,298,401,570,738,1344
Goiás,2020-12-21,1992,forecast,,2459,1826,548,1246,1672,2376,3181,5817
Goiás,2020-12-22,2506,forecast,,3114,2536,672,1512,2039,3019,3958,7585
Goiás,2020-12-23,2290,forecast,,2897,2325,628,1401,1892,2778,3710,7073
Goiás,2020-12-24,2556,forecast,,3237,2677,678,1519,2112,3052,4102,7984
Goiás,2020-12-25,2066,forecast,,2666,2281,533,1216,1721,2468,3375,6713
Goiás,2020-12-26,551,forecast,,745,700,132,325,454,675,934,1961
Goiás,2020-12-27,610,forecast,,847,856,149,353,502,741,1044,2351
Goiás,2020-12-28,2572,forecast,,3563,3703,594,1463,2088,3144,4364,9839
Goiás,2020-12-29,3081,forecast,,4528,5203,676,1747,2525,3829,5448,12514
Goiás,2020-12-30,2852,forecast,,4259,5665,580,1547,2276,3462,5070,12303
Goiás,2020-12-31,3120,forecast,,4874,6567,592,1702,2484,3865,5625,14525
Goiás,2021-01-01,2531,forecast,,4234,6907,471,1338,2015,3179,4676,12851
Maranhão,2020-09-25,737,reported,,,,,,,,,
Maranhão,2020-09-25,655,estimate,,681,230,352,518,602,716,812,1099
Maranhão,2020-09-26,557,reported,,,,,,,,,
Maranhão,2020-09-26,407,estimate,,426,148,222,320,371,445,515,700
Maranhão,2020-09-27,275,reported,,,,,,,,,
Maranhão,2020-09-27,182,estimate,,190,65,97,144,167,198,227,313
Maranhão,2020-09-28,421,reported,,,,,,,,,
Maranhão,2020-09-28,348,estimate,,365,127,186,273,319,379,437,596
Maranhão,2020-09-29,669,reported,,,,,,,,,
Maranhão,2020-09-29,679,estimate,,716,250,374,538,621,744,861,1179
Maranhão,2020-09-30,719,reported,,,,,,,,,
Maranhão,2020-09-30,742,estimate,,775,268,402,581,680,809,928,1269
Maranhão,2020-10-01,631,reported,,,,,,,,,
Maranhão,2020-10-01,729,estimate,,762,261,398,577,668,792,910,1238
Maranhão,2020-10-02,593,reported,,,,,,,,,
Maranhão,2020-10-02,703,estimate,,734,250,387,556,641,769,880,1201
Maranhão,2020-10-03,430,reported,,,,,,,,,
Maranhão,2020-10-03,411,estimate,,429,144,222,328,380,447,514,685
Maranhão,2020-10-04,170,reported,,,,,,,,,
Maranhão,2020-10-04,175,estimate,,184,64,94,138,161,192,220,301
Maranhão,2020-10-05,365,reported,,,,,,,,,
Maranhão,2020-10-05,321,estimate,,335,115,170,254,295,351,403,542
Maranhão,2020-10-06,530,reported,,,,,,,,,
Maranhão,2020-10-06,611,estimate,,637,216,336,484,557,660,761,1021
Maranhão,2020-10-07,712,reported,,,,,,,,,
Maranhão,2020-10-07,664,estimate,,688,234,358,521,607,719,814,1104
Maranhão,2020-10-08,589,reported,,,,,,,,,
Maranhão,2020-10-08,626,estimate,,654,220,339,503,577,681,776,1061
Maranhão,2020-10-09,608,reported,,,,,,,,,
Maranhão,2020-10-09,617,estimate,,637,214,332,480,566,668,759,1016
Maranhão,2020-10-10,357,reported,,,,,,,,,
Maranhão,2020-10-10,352,estimate,,367,126,192,276,322,380,434,590
Maranhão,2020-10-11,216,reported,,,,,,,,,
Maranhão,2020-10-11,152,estimate,,158,55,81,118,138,165,188,259
Maranhão,2020-10-12,125,reported,,,,,,,,,
Maranhão,2020-10-12,278,estimate,,290,98,148,218,256,303,348,471
Maranhão,2020-10-13,280,reported,,,,,,,,,
Maranhão,2020-10-13,519,estimate,,544,184,285,413,480,563,650,883
Maranhão,2020-10-14,484,reported,,,,,,,,,
Maranhão,2020-10-14,561,estimate,,589,201,318,444,513,615,704,966
Maranhão,2020-10-15,500,reported,,,,,,,,,
Maranhão,2020-10-15,548,estimate,,568,193,302,430,496,597,683,918
Maranhão,2020-10-16,406,reported,,,,,,,,,
Maranhão,2020-10-16,527,estimate,,546,180,291,417,482,571,651,873
Maranhão,2020-10-17,327,reported,,,,,,,,,
Maranhão,2020-10-17,302,estimate,,314,107,166,237,277,329,376,514
Maranhão,2020-10-18,164,reported,,,,,,,,,
Maranhão,2020-10-18,130,estimate,,135,47,68,102,120,142,163,218
Maranhão,2020-10-19,494,reported,,,,,,,,,
Maranhão,2020-10-19,236,estimate,,245,85,126,184,216,256,295,400
Maranhão,2020-10-20,475,reported,,,,,,,,,
Maranhão,2020-10-20,441,estimate,,462,159,239,349,405,486,555,745
Maranhão,2020-10-21,463,reported,,,,,,,,,
Maranhão,2020-10-21,477,estimate,,499,169,260,379,442,514,594,811
Maranhão,2020-10-22,461,reported,,,,,,,,,
Maranhão,2020-10-22,466,estimate,,487,163,256,371,429,507,583,788
Maranhão,2020-10-23,517,reported,,,,,,,,,
Maranhão,2020-10-23,445,estimate,,462,154,246,352,409,483,555,736
Maranhão,2020-10-24,302,reported,,,,,,,,,
Maranhão,2020-10-24,259,estimate,,270,93,140,204,237,284,326,436
Maranhão,2020-10-25,175,reported,,,,,,,,,
Maranhão,2020-10-25,110,estimate,,114,40,57,86,100,120,136,190
Maranhão,2020-10-26,184,reported,,,,,,,,,
Maranhão,2020-10-26,202,estimate,,210,73,110,156,183,220,251,347
Maranhão,2020-10-27,546,reported,,,,,,,,,
Maranhão,2020-10-27,384,estimate,,400,138,207,302,352,418,478,650
Maranhão,2020-10-28,332,reported,,,,,,,,,
Maranhão,2020-10-28,415,estimate,,430,143,225,327,380,449,516,687
Maranhão,2020-10-29,341,reported,,,,,,,,,
Maranhão,2020-10-29,399,estimate,,415,139,218,315,365,437,497,659
Maranhão,2020-10-30,373,reported,,,,,,,,,
Maranhão,2020-10-30,385,estimate,,402,136,210,307,356,418,478,650
Maranhão,2020-10-31,113,reported,,,,,,,,,
Maranhão,2020-10-31,222,estimate,,233,82,120,174,203,242,280,383
Maranhão,2020-11-01,90,reported,,,,,,,,,
Maranhão,2020-11-01,96,estimate,,100,36,48,74,87,104,122,165
Maranhão,2020-11-02,69,reported,,,,,,,,,
Maranhão,2020-11-02,177,estimate,,184,64,94,139,161,192,222,297
Maranhão,2020-11-03,223,reported,,,,,,,,,
Maranhão,2020-11-03,336,estimate,,351,120,185,265,307,367,421,568
Maranhão,2020-11-04,363,reported,,,,,,,,,
Maranhão,2020-11-04,366,estimate,,380,128,200,288,335,397,452,617
Maranhão,2020-11-05,332,reported,,,,,,,,,
Maranhão,2020-11-05,355,estimate,,369,123,192,282,327,387,442,586
Maranhão,2020-11-06,390,reported,,,,,,,,,
Maranhão,2020-11-06,341,estimate,,356,121,189,269,314,372,428,578
Maranhão,2020-11-07,261,reported,,,,,,,,,
Maranhão,2020-11-07,203,estimate,,210,71,108,159,185,222,251,340
Maranhão,2020-11-08,97,reported,,,,,,,,,
Maranhão,2020-11-08,88,estimate,,92,32,47,69,80,95,110,150
Maranhão,2020-11-09,267,reported,,,,,,,,,
Maranhão,2020-11-09,163,estimate,,169,58,87,128,149,177,202,272
Maranhão,2020-11-10,394,reported,,,,,,,,,
Maranhão,2020-11-10,310,estimate,,323,108,169,245,285,336,388,522
Maranhão,2020-11-11,364,reported,,,,,,,,,
Maranhão,2020-11-11,338,estimate,,351,121,178,264,309,369,423,568
Maranhão,2020-11-12,371,reported,,,,,,,,,
Maranhão,2020-11-12,328,estimate,,342,116,181,258,299,357,409,550
Maranhão,2020-11-13,273,reported,,,,,,,,,
Maranhão,2020-11-13,322,estimate,,336,115,177,252,296,350,403,545
Maranhão,2020-11-14,180,reported,,,,,,,,,
Maranhão,2020-11-14,191,estimate,,199,68,103,151,175,207,238,320
Maranhão,2020-11-15,89,reported,,,,,,,,,
Maranhão,2020-11-15,83,estimate,,86,30,44,65,75,91,104,140
Maranhão,2020-11-16,115,reported,,,,,,,,,
Maranhão,2020-11-16,154,estimate,,161,56,83,122,141,167,192,263
Maranhão,2020-11-17,231,reported,,,,,,,,,
Maranhão,2020-11-17,295,estimate,,309,104,163,234,272,321,367,499
Maranhão,2020-11-18,385,reported,,,,,,,,,
Maranhão,2020-11-18,328,estimate,,340,115,177,258,298,358,406,548
Maranhão,2020-11-19,320,reported,,,,,,,,,
Maranhão,2020-11-19,322,estimate,,337,117,178,255,295,348,404,551
Maranhão,2020-11-20,312,reported,,,,,,,,,
Maranhão,2020-11-20,313,estimate,,327,112,171,244,287,343,395,532
Maranhão,2020-11-21,174,reported,,,,,,,,,
Maranhão,2020-11-21,186,estimate,,194,66,101,147,171,202,231,313
Maranhão,2020-11-22,77,reported,,,,,,,,,
Maranhão,2020-11-22,82,estimate,,85,30,43,64,75,89,103,138
Maranhão,2020-11-23,162,reported,,,,,,,,,
Maranhão,2020-11-23,152,estimate,,159,55,81,120,139,165,191,256
Maranhão,2020-11-24,355,reported,,,,,,,,,
Maranhão,2020-11-24,295,estimate,,307,106,157,231,270,321,371,501
Maranhão,2020-11-25,408,reported,,,,,,,,,
Maranhão,2020-11-25,325,estimate,,340,118,176,257,299,357,408,557
Maranhão,2020-11-26,372,reported,,,,,,,,,
Maranhão,2020-11-26,321,estimate,,335,113,176,254,296,350,401,538
Maranhão,2020-11-27,344,reported,,,,,,,,,
Maranhão,2020-11-27,320,estimate,,330,111,171,251,291,347,396,529
Maranhão,2020-11-28,208,reported,,,,,,,,,
Maranhão,2020-11-28,189,estimate,,197,68,101,150,174,205,235,321
Maranhão,2020-11-29,13,reported,,,,,,,,,
Maranhão,2020-11-29,82,estimate,,86,31,43,64,75,90,104,144
Maranhão,2020-11-30,104,reported,,,,,,,,,
Maranhão,2020-11-30,156,estimate,,162,56,83,122,143,169,195,262
Maranhão,2020-12-01,380,reported,,,,,,,,,
Maranhão,2020-12-01,302,estimate,,315,106,166,239,277,329,378,505
Maranhão,2020-12-02,333,reported,,,,,,,,,
Maranhão,2020-12-02,337,estimate,,350,116,182,267,309,367,421,554
Maranhão,2020-12-03,437,reported,,,,,,,,,
Maranhão,2020-12-03,330,estimate,,345,120,176,256,301,362,418,561
Maranhão,2020-12-04,480,reported,,,,,,,,,
Maranhão,2020-12-04,332,estimate,,342,116,174,259,305,362,411,550
Maranhão,2020-12-05,220,reported,,,,,,,,,
Maranhão,2020-12-05,195,estimate,,204,71,106,154,178,212,245,332
Maranhão,2020-12-06,66,reported,,,,,,,,,
Maranhão,2020-12-06,88,estimate,,92,32,45,69,80,96,111,149
Maranhão,2020-12-07,135,reported,,,,,,,,,
Maranhão,2020-12-07,164,estimate,,171,59,88,129,150,179,206,278
Maranhão,2020-12-08,368,reported,,,,,,,,,
Maranhão,2020-12-08,320,estimate,,333,113,170,254,293,349,397,542
Maranhão,2020-12-09,369,reported,,,,,,,,,
Maranhão,2020-12-09,352,estimate,,367,123,191,279,324,385,435,595
Maranhão,2020-12-10,488,reported,,,,,,,,,
Maranhão,2020-12-10,350,estimate,,364,127,186,273,318,380,435,601
Maranhão,2020-12-11,402,reported,,,,,,,,,
Maranhão,2020-12-11,347,estimate,,363,124,189,275,318,376,434,593
Maranhão,2020-12-12,158,reported,,,,,,,,,
Maranhão,2020-12-12,209,estimate,,218,78,109,162,190,228,265,357
Maranhão,2020-12-13,50,reported,,,,,,,,,
Maranhão,2020-12-13,91,estimate,,96,34,47,71,83,101,116,157
Maranhão,2020-12-14,211,reported,,,,,,,,,
Maranhão,2020-12-14,174,estimate,,182,63,92,137,160,190,219,295
Maranhão,2020-12-15,417,reported,,,,,,,,,
Maranhão,2020-12-15,338,estimate,,354,126,179,265,309,369,424,586
Maranhão,2020-12-16,463,reported,,,,,,,,,
Maranhão,2020-12-16,375,estimate,,390,135,202,293,342,408,468,637
Maranhão,2020-12-17,353,reported,,,,,,,,,
Maranhão,2020-12-17,372,estimate,,391,141,198,291,341,408,472,638
Maranhão,2020-12-18,343,reported,,,,,,,,,
Maranhão,2020-12-18,365,estimate,,383,138,194,284,334,401,460,639
Maranhão,2020-12-19,222,forecast,,233,86,114,172,201,244,282,391
Maranhão,2020-12-20,97,forecast,,103,40,48,75,88,106,125,173
Maranhão,2020-12-21,184,forecast,,195,76,94,142,166,202,236,334
Maranhão,2020-12-22,361,forecast,,380,144,187,278,328,396,460,640
Maranhão,2020-12-23,397,forecast,,425,171,200,305,359,439,512,735
Maranhão,2020-12-24,396,forecast,,426,176,201,302,356,437,516,746
Maranhão,2020-12-25,394,forecast,,423,180,194,296,353,435,513,757
Maranhão,2020-12-26,233,forecast,,256,115,110,176,210,261,311,468
Maranhão,2020-12-27,103,forecast,,113,55,47,76,91,115,138,213
Maranhão,2020-12-28,194,forecast,,214,105,89,144,173,217,261,401
Maranhão,2020-12-29,380,forecast,,424,215,170,279,340,424,517,826
Maranhão,2020-12-30,422,forecast,,474,246,193,309,376,481,581,923
Maranhão,2020-12-31,424,forecast,,479,259,187,308,378,475,586,951
Maranhão,2021-01-01,418,forecast,,472,266,176,302,368,470,573,959
Mato Grosso,2020-09-25,1180,reported,,,,,,,,,
Mato Grosso,2020-09-25,876,estimate,,923,353,435,669,796,968,1115,1564
Mato Grosso,2020-09-26,646,reported,,,,,,,,,
Mato Grosso,2020-09-26,503,estimate,,529,203,248,383,456,550,645,905
Mato Grosso,2020-09-27,267,reported,,,,,,,,,
Mato Grosso,2020-09-27,244,estimate,,258,101,120,186,221,267,314,448
Mato Grosso,2020-09-28,1121,reported,,,,,,,,,
Mato Grosso,2020-09-28,806,estimate,,858,332,410,620,733,889,1055,1472
Mato Grosso,2020-09-29,1350,reported,,,,,,,,,
Mato Grosso,2020-09-29,1089,estimate,,1145,432,535,829,988,1203,1398,1947
Mato Grosso,2020-09-30,948,reported,,,,,,,,,
Mato Grosso,2020-09-30,1114,estimate,,1168,445,545,847,1009,1236,1427,1967
Mato Grosso,2020-10-01,962,reported,,,,,,,,,
Mato Grosso,2020-10-01,1280,estimate,,1346,509,644,978,1164,1407,1635,2263
Mato Grosso,2020-10-02,1084,reported,,,,,,,,,
Mato Grosso,2020-10-02,920,estimate,,968,365,459,707,838,1017,1179,1631
Mato Grosso,2020-10-03,556,reported,,,,,,,,,
Mato Grosso,2020-10-03,496,estimate,,523,199,244,383,454,546,637,899
Mato Grosso,2020-10-04,258,reported,,,,,,,,,
Mato Grosso,2020-10-04,226,estimate,,238,91,113,174,205,250,290,407
Mato Grosso,2020-10-05,810,reported,,,,,,,,,
Mato Grosso,2020-10-05,726,estimate,,765,290,369,559,660,797,925,1288
Mato Grosso,2020-10-06,1010,reported,,,,,,,,,
Mato Grosso,2020-10-06,952,estimate,,1000,369,486,733,867,1043,1216,1680
Mato Grosso,2020-10-07,973,reported,,,,,,,,,
Mato Grosso,2020-10-07,947,estimate,,998,379,474,732,862,1040,1210,1701
Mato Grosso,2020-10-08,1070,reported,,,,,,,,,
Mato Grosso,2020-10-08,1094,estimate,,1143,427,560,834,986,1198,1389,1906
Mato Grosso,2020-10-09,765,reported,,,,,,,,,
Mato Grosso,2020-10-09,779,estimate,,822,312,389,601,713,857,997,1383
Mato Grosso,2020-10-10,306,reported,,,,,,,,,
Mato Grosso,2020-10-10,417,estimate,,440,167,211,320,380,458,533,747
Mato Grosso,2020-10-11,170,reported,,,,,,,,,
Mato Grosso,2020-10-11,191,estimate,,201,77,96,146,174,209,244,343
Mato Grosso,2020-10-12,192,reported,,,,,,,,,
Mato Grosso,2020-10-12,604,estimate,,642,244,311,470,551,666,787,1089
Mato Grosso,2020-10-13,733,reported,,,,,,,,,
Mato Grosso,2020-10-13,796,estimate,,836,310,402,609,719,882,1016,1407
Mato Grosso,2020-10-14,915,reported,,,,,,,,,
Mato Grosso,2020-10-14,801,estimate,,844,314,409,620,730,881,1030,1412
Mato Grosso,2020-10-15,691,reported,,,,,,,,,
Mato Grosso,2020-10-15,922,estimate,,973,366,465,712,840,1016,1177,1661
Mato Grosso,2020-10-16,843,reported,,,,,,,,,
Mato Grosso,2020-10-16,675,estimate,,715,273,338,523,610,745,865,1216
Mato Grosso,2020-10-17,386,reported,,,,,,,,,
Mato Grosso,2020-10-17,364,estimate,,380,145,178,277,330,396,463,649
Mato Grosso,2020-10-18,166,reported,,,,,,,,,
Mato Grosso,2020-10-18,167,estimate,,177,68,83,128,152,184,215,303
Mato Grosso,2020-10-19,554,reported,,,,,,,,,
Mato Grosso,2020-10-19,534,estimate,,564,212,274,408,488,592,683,955
Mato Grosso,2020-10-20,783,reported,,,,,,,,,
Mato Grosso,2020-10-20,713,estimate,,744,275,360,544,645,779,900,1253
Mato Grosso,2020-10-21,850,reported,,,,,,,,,
Mato Grosso,2020-10-21,715,estimate,,748,280,359,547,649,785,906,1257
Mato Grosso,2020-10-22,751,reported,,,,,,,,,
Mato Grosso,2020-10-22,826,estimate,,869,331,416,631,748,906,1061,1464
Mato Grosso,2020-10-23,913,reported,,,,,,,,,
Mato Grosso,2020-10-23,604,estimate,,635,235,302,468,548,665,774,1068
Mato Grosso,2020-10-24,443,reported,,,,,,,,,
Mato Grosso,2020-10-24,324,estimate,,344,131,161,252,296,358,417,577
Mato Grosso,2020-10-25,131,reported,,,,,,,,,
Mato Grosso,2020-10-25,150,estimate,,158,61,74,113,136,166,192,267
Mato Grosso,2020-10-26,622,reported,,,,,,,,,
Mato Grosso,2020-10-26,485,estimate,,510,194,241,374,441,533,618,867
Mato Grosso,2020-10-27,767,reported,,,,,,,,,
Mato Grosso,2020-10-27,651,estimate,,684,259,325,501,587,714,828,1161
Mato Grosso,2020-10-28,582,reported,,,,,,,,,
Mato Grosso,2020-10-28,656,estimate,,694,268,327,501,597,722,841,1181
Mato Grosso,2020-10-29,701,reported,,,,,,,,,
Mato Grosso,2020-10-29,768,estimate,,809,299,389,593,703,848,988,1339
Mato Grosso,2020-10-30,278,reported,,,,,,,,,
Mato Grosso,2020-10-30,570,estimate,,594,224,274,433,516,624,720,990
Mato Grosso,2020-10-31,313,reported,,,,,,,,,
Mato Grosso,2020-10-31,310,estimate,,325,123,152,237,280,340,393,551
Mato Grosso,2020-11-01,126,reported,,,,,,,,,
Mato Grosso,2020-11-01,144,estimate,,152,59,71,110,130,159,187,258
Mato Grosso,2020-11-02,214,reported,,,,,,,,,
Mato Grosso,2020-11-02,465,estimate,,494,187,237,362,425,513,602,833
Mato Grosso,2020-11-03,419,reported,,,,,,,,,
Mato Grosso,2020-11-03,618,estimate,,651,248,306,475,563,676,792,1107
Mato Grosso,2020-11-04,602,reported,,,,,,,,,
Mato Grosso,2020-11-04,644,estimate,,674,250,320,497,586,706,819,1137
Mato Grosso,2020-11-05,645,reported,,,,,,,,,
Mato Grosso,2020-11-05,751,estimate,,793,297,383,580,683,828,968,1340
Mato Grosso,2020-11-06,668,reported,,,,,,,,,
Mato Grosso,2020-11-06,556,estimate,,582,220,279,425,507,606,704,992
Mato Grosso,2020-11-07,386,reported,,,,,,,,,
Mato Grosso,2020-11-07,304,estimate,,318,121,149,231,275,334,387,542
Mato Grosso,2020-11-08,147,reported,,,,,,,,,
Mato Grosso,2020-11-08,142,estimate,,150,59,69,108,127,156,184,258
Mato Grosso,2020-11-09,584,reported,,,,,,,,,
Mato Grosso,2020-11-09,463,estimate,,490,187,240,354,420,508,594,843
Mato Grosso,2020-11-10,586,reported,,,,,,,,,
Mato Grosso,2020-11-10,612,estimate,,646,239,308,478,560,670,782,1090
Mato Grosso,2020-11-11,608,reported,,,,,,,,,
Mato Grosso,2020-11-11,636,estimate,,668,249,321,486,578,699,813,1126
Mato Grosso,2020-11-12,2768,reported,,,,,,,,,
Mato Grosso,2020-11-12,747,estimate,,783,296,369,571,681,819,946,1325
Mato Grosso,2020-11-13,502,reported,,,,,,,,,
Mato Grosso,2020-11-13,546,estimate,,578,219,282,422,496,603,703,990
Mato Grosso,2020-11-14,236,reported,,,,,,,,,
Mato Grosso,2020-11-14,302,estimate,,318,122,147,233,274,332,387,544
Mato Grosso,2020-11-15,229,reported,,,,,,,,,
Mato Grosso,2020-11-15,141,estimate,,147,56,68,106,126,155,180,248
Mato Grosso,2020-11-16,489,reported,,,,,,,,,
Mato Grosso,2020-11-16,455,estimate,,481,181,227,351,414,503,588,809
Mato Grosso,2020-11-17,608,reported,,,,,,,,,
Mato Grosso,2020-11-17,614,estimate,,642,241,299,469,559,672,787,1071
Mato Grosso,2020-11-18,516,reported,,,,,,,,,
Mato Grosso,2020-11-18,619,estimate,,658,253,314,479,566,682,799,1116
Mato Grosso,2020-11-19,467,reported,,,,,,,,,
Mato Grosso,2020-11-19,739,estimate,,781,300,368,563,669,813,961,1329
Mato Grosso,2020-11-20,158,reported,,,,,,,,,
Mato Grosso,2020-11-20,540,estimate,,573,219,270,415,490,596,699,974
Mato Grosso,2020-11-21,243,reported,,,,,,,,,
Mato Grosso,2020-11-21,297,estimate,,314,120,153,227,268,327,379,541
Mato Grosso,2020-11-22,85,reported,,,,,,,,,
Mato Grosso,2020-11-22,143,estimate,,150,58,70,108,129,156,182,255
Mato Grosso,2020-11-23,528,reported,,,,,,,,,
Mato Grosso,2020-11-23,460,estimate,,483,186,226,347,415,508,588,822
Mato Grosso,2020-11-24,725,reported,,,,,,,,,
Mato Grosso,2020-11-24,622,estimate,,649,242,309,474,565,681,789,1094
Mato Grosso,2020-11-25,760,reported,,,,,,,,,
Mato Grosso,2020-11-25,643,estimate,,674,247,328,495,587,709,820,1119
Mato Grosso,2020-11-26,587,reported,,,,,,,,,
Mato Grosso,2020-11-26,748,estimate,,794,305,382,577,682,824,965,1355
Mato Grosso,2020-11-27,560,reported,,,,,,,,,
Mato Grosso,2020-11-27,558,estimate,,589,227,280,430,506,611,712,1019
Mato Grosso,2020-11-28,230,reported,,,,,,,,,
Mato Grosso,2020-11-28,308,estimate,,326,124,156,237,281,337,396,552
Mato Grosso,2020-11-29,103,reported,,,,,,,,,
Mato Grosso,2020-11-29,148,estimate,,155,60,71,112,133,163,190,262
Mato Grosso,2020-11-30,565,reported,,,,,,,,,
Mato Grosso,2020-11-30,485,estimate,,510,190,242,370,439,534,626,854
Mato Grosso,2020-12-01,744,reported,,,,,,,,,
Mato Grosso,2020-12-01,651,estimate,,690,259,339,505,595,715,837,1168
Mato Grosso,2020-12-02,814,reported,,,,,,,,,
Mato Grosso,2020-12-02,689,estimate,,730,280,344,536,629,756,887,1264
Mato Grosso,2020-12-03,576,reported,,,,,,,,,
Mato Grosso,2020-12-03,833,estimate,,879,327,433,650,760,915,1056,1488
